checkId,name,collector,category,severity,complexity,disruptionRisk,licensingMinimum,hasAutomatedCheck,remediationMode,portalPath,powershellCommand,notes,specStatus,ticket
ENTRA-ENTAPP-010,Internal apps with Tier 0 application permissions (Global Admin escalation paths),EntApp,ENTAPP,Critical,4,True,E3,True,manual,Entra admin center > App registrations > review internal apps with Tier 0 permissions,,Each has a documented path to Global Administrator. Replace with narrower permissions or use managed identities where possible,not-started,
ENTRA-ENTAPP-011,"Foreign apps with Tier 1 data access permissions (Mail, Files, Sites)",EntApp,ENTAPP,High,4,False,E3,True,manual,"Entra admin center > Enterprise applications > review foreign apps with broad data access (Mail.ReadWrite, Files.ReadWrite.All, etc.)",,Scope to least-privilege or remove,not-started,
ENTRA-ENTAPP-012,Apps using client secrets instead of certificates,EntApp,ENTAPP,Medium,3,False,E3,True,manual,Entra admin center > App registrations > Certificates & secrets,,Migrate app credentials from client secrets to certificates or managed identities. Secrets are extractable from memory and logs,not-started,
ENTRA-ENTAPP-013,Apps with expired credentials still present,EntApp,ENTAPP,Low,2,False,E3,True,manual,Entra admin center > App registrations > Certificates & secrets,,Remove expired credentials. Expired secrets/certs are attack surface -- they indicate poor credential lifecycle management,not-started,
ENTRA-ENTAPP-014,Apps with both secret and certificate credentials (dual credential types),EntApp,ENTAPP,Medium,3,False,E3,True,manual,Entra admin center > App registrations > Certificates & secrets,,Remove the client secret if a certificate is also configured. Dual credential types widen the attack surface,not-started,
ENTRA-ENTAPP-015,Service principals with client secret and permanent privileged directory role,EntApp,ENTAPP,Critical,4,True,E3,True,undetermined,,,Migrate privileged service principals from client secrets to certificates or managed identities. A secret on a permanently privileged SP is a persistent backdoor risk,not-started,
ENTRA-ENTAPP-016,Tier 0 permission apps with owners assigned (owner can impersonate),EntApp,ENTAPP,Critical,3,True,E3,True,manual,Entra admin center > App registrations > Owners,,Remove owners from apps with Tier 0 permissions. An owner of a Tier 0 app can add credentials and impersonate it to escalate to Global Admin,not-started,
ENTRA-ENTAPP-017,Apps with directory roles that have owners assigned,EntApp,ENTAPP,High,4,False,E3,True,manual,Entra admin center > App registrations > Owners,,Remove owners from apps holding Entra directory roles. Owners can add credentials and impersonate the SP to exercise those roles,not-started,
ENTRA-ENTAPP-018,Credentialed apps with no owners (orphaned),EntApp,ENTAPP,Medium,3,False,E3,True,manual,Entra admin center > App registrations > Owners > Add owner,,"Assign owners to orphaned app registrations. Without owners, no one is accountable for credential rotation or permission review",not-started,
ENTRA-ENTAPP-019,Tier 0 apps with no sign-in activity (unused privileged permissions),EntApp,ENTAPP,High,3,True,E3,True,manual,Entra admin center > Enterprise applications > Sign-in logs,,Review apps with Tier 0 permissions that show no sign-in activity. These permissions may have been granted but never used -- remove them to reduce attack surface,not-started,
ENTRA-ENTAPP-020,Foreign apps impersonating Microsoft product display names,EntApp,ENTAPP,High,3,True,E3,True,undetermined,,,Investigate foreign apps using Microsoft product names -- they may be social engineering attempts. Verify the publisher and appId against known Microsoft first-party apps. Remove if suspicious,not-started,
ENTRA-ENTAPP-021,Multi-tenant app registrations (AzureADMultipleOrgs),EntApp,ENTAPP,Medium,3,False,E3,True,manual,Entra admin center > App registrations > Authentication > Supported account types,,Review multi-tenant apps and restrict to AzureADMyOrg if they do not need cross-tenant access. Multi-tenant apps can be accessed by users from any Entra ID tenant,not-started,
ENTRA-GROUP-001,Ensure users cannot create security groups,Entra,GROUP,Low,2,False,E3,True,auto-candidate,Entra admin center > Groups > General,Update-MgPolicyAuthorizationPolicy -DefaultUserRolePermissions @{AllowedToCreateSecurityGroups = $false},,not-started,
ENTRA-GROUP-002,Ensure a dynamic group for guest users is created,Entra,GROUP,Low,2,False,E3,True,manual,"Entra admin center > Groups > New group > Membership type = Dynamic User > Rule: (user.userType -eq ""Guest"")",,This enables targeted policies for guest users,not-started,
ENTRA-GROUP-003,Ensure that only organizationally managed/approved public groups exist,Entra,GROUP,Medium,3,True,E3,True,manual,Entra admin center > Groups > All groups > select group > Owners > Add owners,,Assign owners to ownerless public M365 groups,not-started,
ENTRA-GROUP-004,Dynamic groups with user-controllable membership rules in privileged contexts,Entra,GROUP,Medium,3,True,E3,True,manual,Entra admin center > Groups > select dynamic group > Membership rules,,"Audit and restrict dynamic group membership rules that evaluate user-writable attributes. . Replace user-writable attributes (e.g., department, jobTitle) with HR-sourced attributes or convert to assigned groups for sensitive access",not-started,
ENTRA-GROUP-005,Sensitive groups not protected with role-assignable flag,Entra,GROUP,High,4,True,E3,True,manual,Entra admin center > Groups > New group > enable 'Azure AD roles can be assigned to the group',,Convert sensitive security groups to role-assignable to prevent unauthorized membership changes. . Recreate affected groups and update any app role or CA policy assignments,not-started,
ENTRA-GROUP-006,Public M365 groups count,Entra,GROUP,Medium,3,True,E3,True,manual,Entra admin center > Groups > filter Privacy: Public,,Convert public M365 groups to private. . Select each group > Properties > Privacy: Private. Implement a group creation policy defaulting new groups to Private,not-started,
ENTRA-GUEST-001,Ensure that guest user access is restricted,Entra,GUEST,Low,2,False,E3,True,auto-candidate,Entra admin center > External Identities > External collaboration settings,Update-MgPolicyAuthorizationPolicy -GuestUserRoleId ''2af84b1e-32c8-42b7-82bc-daa82404023b'',,not-started,
ENTRA-GUEST-002,Ensure guest user invitations are limited to the Guest Inviter role,Entra,GUEST,Low,2,False,E3,True,auto-candidate,Entra admin center > External Identities > External collaboration settings,Update-MgPolicyAuthorizationPolicy -AllowInvitesFrom ''adminsAndGuestInviters'',,not-started,
ENTRA-GUEST-003,Guest User Count,Entra,GUEST,Medium,3,True,E3,True,manual,Entra admin center > Users > Guest users,,Informational — review and remove stale guest accounts periodically,not-started,
ENTRA-GUEST-004,Ensure that collaboration invitations are sent to allowed domains only,Entra,GUEST,Medium,3,True,E3,True,manual,Entra admin center > External Identities > External collaboration settings > Collaboration restrictions > Allow invitations only to the specified domains,,,not-started,
ENTRA-HYBRID-001,Ensure that password hash sync is enabled for hybrid deployments,Entra,HYBRID,High,4,True,E3,True,manual,Entra admin center > Identity > Hybrid management > Microsoft Entra Connect,,Verify Password Hash Sync status in Microsoft Entra Connect or Microsoft Entra Cloud Sync,not-started,
ENTRA-HYBRID-002,On-premises synced users holding Tier-0/1 Entra roles,Entra,HYBRID,High,4,True,E3,True,manual,Entra admin center > Users > filter synced accounts > review role assignments,,Remove Tier-0/1 Entra directory roles from on-premises synced user accounts. . Create cloud-only replacement accounts and migrate role assignments; on-premises compromise must not reach cloud privilege,not-started,
ENTRA-LINKEDIN-001,Ensure 'LinkedIn account connections' is disabled,Entra,LINKEDIN,Low,2,False,E3,True,manual,Entra admin center > Users > User settings > LinkedIn account connections > No,,Prevents data leakage between LinkedIn and organizational directory,not-started,
ENTRA-MFA-001,Ensure all member users are 'MFA capable',Entra,MFA,High,3,True,E3,True,auto-candidate,Entra admin center > Protection > Authentication methods > Registration campaign,Update-MgBetaPolicyAuthenticationMethodPolicy with RegistrationEnforcement settings,,not-started,
ENTRA-MFA-002,Percentage of users without MFA method registered,Entra,MFA,High,3,True,E3,True,manual,Entra admin center > Protection > Authentication methods > Registration campaign > Enable,,Enable the registration campaign to prompt unregistered users. . Follow up with users shown in the authentication methods activity report,not-started,
ENTRA-ORGSETTING-001,Ensure 'User owned apps and services' is restricted,Entra,ORGSETTING,Medium,3,True,E3,True,manual,Entra admin center > Enterprise applications > Consent and permissions > User consent settings > Do not allow user consent,,,not-started,
ENTRA-ORGSETTING-002,Ensure internal phishing protection for Forms is enabled,Entra,ORGSETTING,Low,2,False,E3,True,manual,M365 admin center > Settings > Org settings > Microsoft Forms > ensure internal phishing protection is enabled,,,not-started,
ENTRA-ORGSETTING-003,Ensure 'third-party storage services' are restricted in 'Microsoft 365 on the web',Entra,ORGSETTING,Medium,3,True,E3,True,manual,M365 admin center > Settings > Org settings > Microsoft 365 on the web > uncheck all third-party storage services,,,not-started,
ENTRA-ORGSETTING-004,Ensure shared bookings pages are restricted to select users,Entra,ORGSETTING,Low,2,False,E3,True,manual,M365 admin center > Settings > Org settings > Bookings > restrict shared booking pages to selected staff members,,,not-started,
ENTRA-PASSWORD-001,Ensure the 'Password expiration policy' is set to 'Set passwords to never expire',Entra,PASSWORD,Low,2,False,E3,True,auto-candidate,M365 admin center > Settings > Password expiration policy,Update-MgDomain -DomainId {domain} -PasswordValidityPeriodInDays 2147483647,,not-started,
ENTRA-PASSWORD-002,Ensure custom banned passwords lists are used,Entra,PASSWORD,Medium,3,True,E3,True,auto-candidate,Entra admin center > Protection > Password protection,Update-MgBetaDirectorySetting for Password Rule Settings with CustomBannedPasswordsEnforced = true,,not-started,
ENTRA-PASSWORD-003,Smart Lockout Threshold,Entra,PASSWORD,Medium,3,True,E3,True,auto-candidate,Entra admin center > Protection > Password protection,Update-MgBetaDirectorySetting for Password Rule Settings with LockoutThreshold,,not-started,
ENTRA-PASSWORD-004,Custom Banned Password Count,Entra,PASSWORD,Medium,3,True,E3,True,auto-candidate,Entra admin center > Protection > Password protection,Update-MgBetaDirectorySetting for Password Rule Settings to add organization-specific terms,,not-started,
ENTRA-PASSWORD-005,Ensure password protection is enabled for on-prem Active Directory,Entra,PASSWORD,Medium,3,True,E3,True,undetermined,,,"Not applicable for cloud-only tenants. If you configure hybrid identity in the future, enable on-premises password protection",not-started,
ENTRA-PERUSER-001,Ensure 'Per-user MFA' is disabled,Entra,PERUSER,Medium,4,True,E3,True,manual,Entra admin center > Users > Per-user MFA > Ensure all users show Disabled,,Use Conditional Access policies for MFA enforcement instead of per-user MFA,not-started,
ENTRA-PIM-001,Ensure 'Privileged Identity Management' is used to manage roles,Entra,PIM,High,5,True,E5,True,manual,Entra admin center > Identity Governance > Privileged Identity Management > Azure AD roles > Global Administrator > Remove permanent active assignments,,Use eligible assignments with time-bound activation,not-started,
ENTRA-PIM-002,Ensure 'Access reviews' for Guest Users are configured,Entra,PIM,Medium,3,True,E5,True,manual,Entra admin center > Identity Governance > Access reviews > New access review > Review type: Guest users only,,Schedule recurring reviews,not-started,
ENTRA-PIM-003,Ensure 'Access reviews' for privileged roles are configured,Entra,PIM,High,4,True,E5,True,manual,Entra admin center > Identity Governance > Access reviews > New access review > Review type: Members of a group or Users assigned to a privileged role,,,not-started,
ENTRA-PIM-004,Ensure approval is required for Global Administrator role activation,Entra,PIM,High,5,True,E5,True,manual,Entra admin center > Identity Governance > PIM > Azure AD roles > Settings > Global Administrator > Require approval to activate > Yes,,,not-started,
ENTRA-PIM-005,Ensure approval is required for Privileged Role Administrator activation,Entra,PIM,High,5,True,E5,True,manual,Entra admin center > Identity Governance > PIM > Azure AD roles > Settings > Privileged Role Administrator > Require approval to activate > Yes,,,not-started,
ENTRA-PIM-006,Tier-0 role activation duration exceeds 4 hours,Entra,PIM,Medium,4,True,E5,True,manual,Entra admin center > Identity Governance > PIM > Microsoft Entra roles > select role > Settings > Edit > Activation tab > Maximum activation duration,,Reduce Tier-0 role activation duration to 4 hours or less,not-started,
ENTRA-PIM-007,Justification not required on Tier-0 role activation,Entra,PIM,Medium,2,True,E3,True,manual,Entra admin center > Identity Governance > PIM > Microsoft Entra roles > select role > Settings > Edit > Activation tab > enable 'Require justification on activation',,Require justification on Tier-0 role activation,not-started,
ENTRA-PIM-008,MFA not required on Tier-0 role activation,Entra,PIM,High,4,True,E5,True,manual,Entra admin center > Identity Governance > PIM > Microsoft Entra roles > select role > Settings > Edit > Activation tab > Require Azure MFA on activation,,Require MFA on Tier-0 role activation,not-started,
ENTRA-PIM-009,Permanent eligible assignments allowed for Tier-0 roles,Entra,PIM,High,5,True,E5,True,manual,"Entra admin center > Identity Governance > PIM > Microsoft Entra roles > select role > Settings > Edit > Assignment tab > Expire eligible assignments after (e.g., 12 months)",,Set a time-bound expiry on eligible assignments for Tier-0 roles. . Remove existing permanent eligible assignments and reissue as time-bound,not-started,
ENTRA-PIM-010,No admin notification on Tier-0 role activation,Entra,PIM,Medium,3,True,E5,True,manual,Entra admin center > Identity Governance > PIM > Microsoft Entra roles > select role > Settings > Edit > Notification tab > configure role activation alerts to notify security team or role administrators,,Enable admin notifications on Tier-0 role activation,not-started,
ENTRA-PRIVREMOTE-001,Ensure privileged commands require PIM activation for remote access,Entra,PRIVREMOTE,High,4,True,E3,True,manual,Entra admin center > Identity Governance > Privileged Identity Management > Entra ID roles,,Enable Entra ID PIM. Convert permanent role assignments to eligible. Configure activation to require justification and MFA,not-started,
ENTRA-ROLEGROUP-001,Unprotected groups in privileged role assignments,StrykerReadiness,ROLEGROUP,High,4,True,E3,True,manual,Entra admin center > Groups > New group > enable 'Azure AD roles can be assigned to the group',,Replace unprotected groups in privileged role assignments with role-assignable groups. . Recreate the group and migrate the role assignment,not-started,
ENTRA-SECDEFAULT-001,Security Defaults Enabled,Entra,SECDEFAULT,High,4,True,E3,True,auto-candidate,Entra admin center > Properties > Manage security defaults,Update-MgPolicyIdentitySecurityDefaultsEnforcementPolicy -IsEnabled $true,,not-started,
ENTRA-SECDEFAULT-002,Security Defaults Gap Analysis (CA Coverage),Entra,SECDEFAULT,High,2,False,E3,True,undetermined,,,No action needed. Conditional Access policies provide equivalent coverage to Security Defaults,not-started,
ENTRA-SESSION-001,Ensure the option to remain signed in is hidden,Entra,SESSION,Medium,3,True,E3,True,manual,Entra admin center > Company branding > edit branding > Sign-in page settings > Show option to remain signed in: No,,Hide the 'Stay signed in' option on the sign-in page,not-started,
ENTRA-SESSIONAUTH-001,Ensure Legacy Authentication Protocols are Blocked to Protect Session Authenticity,CAEvaluator,SESSIONAUTH,High,4,True,E3,True,manual,Entra admin center > Security > Conditional Access > New policy > target all users > Condition: Client apps = Other clients + Exchange ActiveSync > Grant: Block access,,"Block legacy authentication via Conditional Access. . Alternatively, enable the Microsoft-managed legacy auth block policy",not-started,
ENTRA-SOD-001,Ensure separation of duties for critical admin roles,Entra,SOD,High,3,True,E3,True,manual,Entra admin center > Identity > Roles & admins,,Ensure Global Administrator and Privileged Role Administrator roles are assigned to separate accounts. . Enable PIM approval workflows for role activation,not-started,
ENTRA-SSPR-001,Ensure MFA Registration Campaign is enabled to nudge users toward stronger methods,Entra,AUTHMETHOD,Medium,3,True,E3,True,manual,Entra admin center > Protection > Authentication methods > Registration campaign > Enable and target All Users,,,not-started,
ENTRA-SSPR-002,SSPR enabled for admin accounts,Entra,SSPR,High,4,True,E3,True,manual,Entra admin center > Protection > Password reset > Properties > set scope to Selected and exclude accounts holding directory roles,,Disable SSPR for administrator accounts. . Admin password resets should follow a governed helpdesk or PIM workflow,not-started,
ENTRA-STALEADMIN-001,Admin accounts inactive for more than 90 days,StrykerReadiness,STALEADMIN,High,4,True,E3,True,manual,Entra admin center > Users > sign-in activity column,,Disable or delete admin accounts inactive for 90+ days. . Review active PIM eligible assignments (Identity Governance > PIM > Assignments) and remove stale principals,not-started,
ENTRA-SYNCADMIN-001,On-premises synced admin accounts (compromise path),StrykerReadiness,SYNCADMIN,High,4,True,E3,True,manual,Entra admin center > Users > identify synced accounts holding directory roles > create cloud-only replacements > migrate role assignments > remove roles from synced accounts,,Replace on-premises synced admin accounts with cloud-only accounts for all Tier-0/1 roles,not-started,
ENTRA-TENANT-001,Ensure 'Restrict non-admin users from creating tenants' is set to 'Yes',Entra,TENANT,Low,2,False,E3,True,auto-candidate,Entra admin center > Users > User settings,Update-MgPolicyAuthorizationPolicy -DefaultUserRolePermissions @{AllowedToCreateTenants = $false},,not-started,
ENTRA-TOU-001,Ensure Terms of Use agreement policy is configured,Entra,TOU,Medium,2,True,E3,True,manual,Entra admin center > Identity Governance > Terms of use,,"Verify agreements have ""Require users to expand the terms of use"" enabled and are assigned via Conditional Access policies",not-started,
EXO-ADDINS-001,Ensure users installing Outlook add-ins is not allowed,ExchangeOnline,ADDINS,Medium,2,True,E3,True,manual,Exchange admin center > Roles > User roles > Default Role Assignment Policy,,"Remove MyMarketplaceApps, MyCustomApps, MyReadWriteMailboxApps roles",not-started,
EXO-ANTIPHISH-001,Anti-Phishing Policy Configuration,ExchangeOnline,ANTIPHISH,High,4,True,E3,True,manual,"Defender portal > Email & Collaboration > Policies & rules > Threat policies > Anti-phishing > edit default policy: enable mailbox intelligence, enable impersonation protection for key users and domains, set action to Quarantine for impersonation and spoof detections",,Harden the anti-phishing policy,not-started,
EXO-ANTISPAM-001,Anti-Spam Policy Configuration,ExchangeOnline,ANTISPAM,Medium,3,False,E3,True,manual,"Defender portal > Email & Collaboration > Policies & rules > Threat policies > Anti-spam > edit default inbound policy: spam action = Junk folder, high-confidence spam = Quarantine, phishing = Quarantine, BCL threshold = 6 or lower",,Harden the default inbound anti-spam policy,not-started,
EXO-AUDIT-001,Ensure 'AuditDisabled' organizationally is set to 'False',ExchangeOnline,AUDIT,Low,1,False,E3,True,auto-candidate,,"Set-OrganizationConfig -AuditDisabled $false. Note: this is the Exchange org-level audit flag and is a pre-condition for UAL, but does not guarantee UAL ingestion is active. Verify UAL separately (COMPLIANCE-AUDIT-001)",,not-started,
EXO-AUDIT-002,Ensure 'AuditBypassEnabled' is not enabled on mailboxes,ExchangeOnline,AUDIT,Low,1,False,E3,True,auto-candidate,,Set-MailboxAuditBypassAssociation -Identity <user> -AuditBypassEnabled $false for each bypassed mailbox,,not-started,
EXO-AUDIT-003,Ensure mailbox audit actions are configured,ExchangeOnline,AUDIT,Medium,2,False,E3,True,undetermined,,,No user mailboxes found to sample,not-started,
EXO-AUTH-001,Ensure modern authentication for Exchange Online is enabled,ExchangeOnline,AUTH,Medium,3,True,E3,True,auto-candidate,Exchange admin center > Settings > Modern authentication > Enable,Set-OrganizationConfig -OAuth2ClientProfileEnabled $true,,not-started,
EXO-AUTH-002,Ensure SMTP AUTH is disabled,ExchangeOnline,AUTH,High,5,True,E3,True,auto-candidate,,Set-TransportConfig -SmtpClientAuthenticationDisabled $true. Disable SMTP AUTH org-wide and enable per-mailbox only where required,,not-started,
EXO-CONNFILTER-001,Ensure the connection filter IP allow list is not used,ExchangeOnline,CONNFILTER,High,4,True,E3,True,auto-candidate,Exchange admin center > Protection > Connection filter > Edit the policy and remove all IP allow list entries,Set-HostedConnectionFilterPolicy -Identity <Policy> -IPAllowList @{},,not-started,
EXO-CONNFILTER-002,Ensure the connection filter safe list is off,ExchangeOnline,CONNFILTER,Medium,3,False,E3,True,auto-candidate,"Exchange admin center > Protection > Connection filter > Edit the policy and uncheck ""Turn on safe list""",Set-HostedConnectionFilterPolicy -Identity <Policy> -EnableSafeList $false,,not-started,
EXO-DIRECTSEND-001,Ensure Direct Send is not allowed for unauthorized relay,ExchangeOnline,DIRECTSEND,High,5,True,E5,True,undetermined,,,Connect to Exchange Online PowerShell to check inbound connector configuration,not-started,
EXO-DKIM-001,DKIM Signing Configuration,ExchangeOnline,DKIM,High,3,False,E3,True,manual,Defender portal > Email & Collaboration > Policies & rules > Threat policies > DKIM > select domain > Enable,,Enable DKIM signing for each accepted domain. . Add the two provided CNAME records to your DNS zone before enabling,not-started,
EXO-EXTTAG-001,Ensure email from external senders is identified,ExchangeOnline,EXTTAG,Low,2,False,E3,True,auto-candidate,,Set-ExternalInOutlook -Enabled $true. Tags external emails with a visual indicator in Outlook,,not-started,
EXO-FORWARD-001,Ensure all forms of mail forwarding are blocked and/or disabled,ExchangeOnline,FORWARD,High,4,True,E3,True,auto-candidate,,Set-RemoteDomain -Identity Default -AutoForwardEnabled $false. Also consider transport rules to block client-side forwarding,,not-started,
EXO-HIDDEN-001,Ensure no user mailboxes are hidden from the Global Address List,ExchangeOnline,HIDDEN,Low,2,False,E3,True,undetermined,,,"Investigate hidden user mailboxes. Mailboxes hidden from the Global Address List may indicate a compromised account. Review: Get-Mailbox -Filter ""HiddenFromAddressListsEnabled -eq $true -and RecipientTypeDetails -eq UserMailbox""",not-started,
EXO-LOCKBOX-001,Ensure the customer lockbox feature is enabled,ExchangeOnline,LOCKBOX,Low,2,False,E5,True,manual,M365 admin center > Settings > Org settings > Security & privacy > Customer Lockbox > Require approval,,Requires E5 or equivalent,not-started,
EXO-MAILTIPS-001,Ensure MailTips are enabled for end users,ExchangeOnline,MAILTIPS,Low,2,False,E3,True,auto-candidate,,Set-OrganizationConfig -MailTipsAllTipsEnabled $true,,not-started,
EXO-MALWARE-001,Malware Filter Policy Configuration,ExchangeOnline,MALWARE,High,4,True,E3,True,manual,"Defender portal > Email & Collaboration > Policies & rules > Threat policies > Anti-malware > edit default policy: enable common attachments filter, enable ZAP, configure admin notifications",,Harden the anti-malware policy,not-started,
EXO-OWA-001,Ensure additional storage providers are restricted in Outlook on the web,ExchangeOnline,OWA,Medium,3,False,E3,True,auto-candidate,,Set-OwaMailboxPolicy -Identity OwaMailboxPolicy-Default -AdditionalStorageProvidersAvailable $false,,not-started,
EXO-SHAREDMBX-001,Ensure sign-in to shared mailboxes is blocked,ExchangeOnline,SHAREDMBX,Medium,3,True,E3,True,manual,Entra admin center > Users > select shared mailbox user > Properties > Account enabled > No,,Block sign-in for shared mailbox accounts: Set-AzureADUser -ObjectId <UPN> -AccountEnabled $false,not-started,
EXO-SHARING-001,Ensure 'External sharing' of calendars is not available,ExchangeOnline,SHARING,Low,1,False,E3,True,manual,Exchange admin center > Organization > Sharing > Default sharing policy,,Remove wildcard (*) domains or restrict to CalendarSharingFreeBusySimple,not-started,
EXO-TRANSPORT-001,Ensure mail transport rules do not whitelist specific domains,ExchangeOnline,TRANSPORT,Medium,3,False,E3,True,manual,Exchange admin center > Mail flow > Rules,,"Remove or disable any transport rules that set SCL to -1 for specific sender domains, as this bypasses spam filtering",not-started,
EXO-TRANSPORT-002,Transport Rule Configuration for External Forwarding,ExchangeOnline,TRANSPORT,High,4,True,E3,True,manual,Exchange Admin Center > Mail flow > Rules > New rule: apply to messages where recipient is outside the org and message type is Auto Forward > Block the message,,Block automatic external forwarding via transport rule. . Also disable auto-forwarding in the outbound anti-spam policy,not-started,
FORMS-CONFIG-001,Ensure external users cannot respond to Microsoft Forms,Forms,CONFIG,Medium,2,True,E3,True,manual,"Microsoft 365 admin center > Settings > Org settings > Microsoft Forms > Uncheck ""People outside your organization can respond""",,,not-started,
FORMS-CONFIG-002,Ensure external users cannot collaborate on Microsoft Forms,Forms,CONFIG,Medium,2,True,E3,True,manual,"Microsoft 365 admin center > Settings > Org settings > Microsoft Forms > Uncheck ""People outside your organization can share and collaborate on forms""",,,not-started,
FORMS-CONFIG-003,Ensure external users cannot view form results,Forms,CONFIG,Medium,2,True,E3,True,manual,"Microsoft 365 admin center > Settings > Org settings > Microsoft Forms > Uncheck ""People outside your organization can see results summary and individual responses""",,,not-started,
FORMS-CONFIG-004,Ensure Microsoft Forms phishing protection is enabled,Forms,CONFIG,Medium,2,True,E3,True,manual,"Microsoft 365 admin center > Settings > Org settings > Microsoft Forms > Enable ""Internal phishing protection""",,,not-started,
FORMS-CONFIG-005,Ensure respondent identity recording is enabled by default,Forms,CONFIG,Medium,2,True,E3,True,manual,"Microsoft 365 admin center > Settings > Org settings > Microsoft Forms > Enable ""Record name by default when new forms are created""",,,not-started,
FORMS-CONFIG-006,Ensure Bing image and video search is disabled in Forms,Forms,CONFIG,Low,1,False,E3,True,manual,"Microsoft 365 admin center > Settings > Org settings > Microsoft Forms > Uncheck ""Bing search and YouTube video""",,,not-started,
INTUNE-APPCONTROL-001,Ensure application control policies restrict unauthorized software,Intune,APPCONTROL,High,3,True,E3,True,manual,Intune admin center > Devices > Configuration > Create profile > Endpoint protection > Windows Defender Application Control,,"Alternatively, deploy WDAC via custom OMA-URI",not-started,
INTUNE-AUTODISC-001,Ensure automated device discovery and enrollment is configured,Intune,AUTODISC,Medium,2,False,E3,True,manual,Entra admin center > Mobility (MDM and WIP) > Microsoft Intune > MDM user scope: All or Some,,Configure Intune automatic enrollment: . Consider configuring Windows Autopilot for zero-touch provisioning,not-started,
INTUNE-COMPLIANCE-001,Ensure devices without a compliance policy are marked 'not compliant',Intune,COMPLIANCE,High,4,True,E3,True,manual,Intune admin center > Devices > Compliance > Compliance policy settings > Mark devices with no compliance policy assigned as > Not compliant,,,not-started,
INTUNE-ENCRYPTION-001,Device Encryption Policy,Intune,ENCRYPTION,High,4,True,E3,True,manual,"Intune > Devices > Configuration profiles > Endpoint protection > BitLocker > require TPM startup, encrypt all drives, back up recovery keys to Entra ID",,Enable BitLocker via Intune endpoint protection policy. . Assign to all managed Windows device groups,not-started,
INTUNE-ENROLL-001,Ensure device enrollment for personally owned devices is blocked by default,Intune,ENROLL,Medium,3,True,E3,True,manual,Intune admin center > Devices > Enrollment > Device platform restrictions > Edit default policy > Block personally owned devices for each platform,,,not-started,
INTUNE-ENROLLMENT-001,Device Enrollment Restrictions,Intune,ENROLLMENT,Medium,2,True,E3,True,manual,Intune > Devices > Enrollment > Enrollment restrictions > Device limit restriction: set maximum devices per user,,Configure device enrollment restrictions. . Device type restrictions: allow only approved platforms and OS versions,not-started,
INTUNE-FIPS-001,Ensure FIPS-validated cryptography is enforced on managed devices,Intune,FIPS,High,4,True,E3,True,manual,Intune admin center > Devices > Configuration > Create profile > Custom OMA-URI > Add setting: ./Device/Vendor/MSFT/Policy/Config/Cryptography/AllowFipsAlgorithmPolicy = 1,,,not-started,
INTUNE-INVENTORY-001,Ensure Intune serves as authoritative device inventory with categories,Intune,INVENTORY,Medium,2,False,E3,True,manual,Intune admin center > Devices > Device categories > Create category,,Ensure devices are enrolled in Intune. Configure device categories:,not-started,
INTUNE-MAA-001,Multi-Admin Approval not enabled for destructive operations,StrykerReadiness,MAA,Medium,2,False,E3,True,manual,"Intune > Tenant administration > Multi admin approval > Create an access policy covering device wipes and sensitive configurations, and assign approvers",,Enable Multi Admin Approval for sensitive Intune operations,not-started,
INTUNE-MOBILECODE-001,Ensure PowerShell Execution Policy Restricts Script Execution on Managed Devices,Intune,MOBILECODE,High,3,True,E3,True,manual,Intune > Devices > Configuration profiles > Settings catalog > search 'Turn on Script Execution' > set to AllSigned or RemoteSigned,,Restrict PowerShell execution policy on managed endpoints. . Assign to all managed Windows device groups,not-started,
INTUNE-MOBILEENCRYPT-001,Ensure mobile device compliance policies require encryption,Intune,MOBILEENCRYPT,High,4,True,E3,True,manual,Intune admin center > Devices > Compliance > Create/edit iOS and Android compliance policies > Require device encryption,,,not-started,
INTUNE-PORTSTORAGE-001,Ensure portable storage devices are restricted on external systems,Intune,PORTSTORAGE,High,4,True,E3,True,manual,Intune admin center > Devices > Configuration > Create profile > Windows 10 and later > Device restrictions > General > Removable storage: Block,,,not-started,
INTUNE-RBAC-001,RBAC role assignments without scope tags,StrykerReadiness,RBAC,Low,2,False,E3,True,manual,Intune > Tenant administration > Roles > select role > Assignments > add scope tags to limit administrator visibility to assigned devices and users only,,Assign scope tags to all Intune RBAC role assignments,not-started,
INTUNE-REMOTEVPN-001,Ensure Always-On VPN Is Configured for Managed Remote Devices,Intune,REMOTEVPN,Medium,3,True,E3,True,manual,"Intune > Devices > Configuration profiles > New profile > Windows > VPN > Always On: Enable, Auto-trigger: Enable",,Configure Always On VPN for remote devices. . Select VPN connection type and deploy to remote worker device groups,not-started,
INTUNE-REMOVABLEMEDIA-001,Ensure Removable Media Use is Blocked on Managed Devices,Intune,REMOVABLEMEDIA,High,4,True,E3,True,manual,Intune > Devices > Configuration profiles > New profile > Windows > Device restrictions > General > Removable storage: Block,,Block removable storage on managed devices. . Assign to all managed device groups,not-started,
INTUNE-SECURITY-001,Device Compliance Policy Baseline,Intune,SECURITY,High,4,True,E3,True,manual,Intune > Devices > Compliance policies > Create policy > Windows 10 and later,,"Create a device compliance policy requiring BitLocker, secure boot, and minimum OS version. . Combine with a Conditional Access policy blocking non-compliant devices from accessing corporate resources",not-started,
